外催机构	案件号	委外催收方式	姓名	卡号	账号	城市（分行号）	交易日期	还款金额	业绩金额	当天委案剩余金额	系统当前余额	委托日期	是否满意	手数	币种	还款类型	案件来源	交易描述	委案时拖欠周期	实际委案金额	还款天数	特殊账户标记	美元汇率	换算后业绩金额	共债标识	数据日期	入账日期
云南省分行	120150222107021436	司法诉讼	陈艳艳	6222530597387922	0590011130121142519	059	20181025	641.82	0	0	-8.45	20161114	满意	1	人民币元	贷方调整		利息贷方调整	M7	39044.43	11111	N	696.29	0		20181026	25-10月-18
云南省分行	120150222107021436	司法诉讼	陈艳艳	6222530597387922	0590011130121142519	059	20181025	250.37	0	0	-8.45	20161114	满意	1	人民币元	贷方调整		利息贷方调整	M7	39044.43	11111	N	696.29	0		20181026	25-10月-18
云南省分行	120150222107021436	司法诉讼	陈艳艳	6222530597387922	0590011130121142519	059	20181025	610.47	0	0	-8.45	20161114	满意	1	人民币元	贷方调整		利息贷方调整	M7	39044.43	11111	N	696.29	0		20181026	25-10月-18
云南省分行	120150222107021436	司法诉讼	陈艳艳	6222530597387922	0590011130121142519	059	20181025	554.69	0	0	-8.45	20161114	满意	1	人民币元	贷方调整		利息贷方调整	M7	39044.43	11111	N	696.29	0		20181026	25-10月-18
云南省分行	120150222107021436	司法诉讼	陈艳艳	6222530597387922	0590011130121142519	059	20181025	657.94	0	0	-8.45	20161114	满意	1	人民币元	贷方调整		利息贷方调整	M7	39044.43	11111	N	696.29	0		20181026	25-10月-18
云南省分行	120150222107021436	司法诉讼	陈艳艳	6222530597387922	0590011130121142519	059	20181025	667.34	0	0	-8.45	20161114	满意	1	人民币元	贷方调整		利息贷方调整	M7	39044.43	11111	N	696.29	0		20181026	25-10月-18
云南省分行	120150222107021436	司法诉讼	陈艳艳	6222530597387922	0590011130121142519	059	20181025	639.5	0	0	-8.45	20161114	满意	1	人民币元	贷方调整		利息贷方调整	M7	39044.43	11111	N	696.29	0		20181026	25-10月-18
云南省分行	120150222107021436	司法诉讼	陈艳艳	6222530597387922	0590011130121142519	059	20181025	627.82	0	0	-8.45	20161114	满意	1	人民币元	贷方调整		利息贷方调整	M7	39044.43	11111	N	696.29	0		20181026	25-10月-18
云南省分行	120150222107021436	司法诉讼	陈艳艳	6222530597387922	0590011130121142519	059	20181025	621.97	0	0	-8.45	20161114	满意	1	人民币元	贷方调整		利息贷方调整	M7	39044.43	11111	N	696.29	0		20181026	25-10月-18
云南省分行	120150222107021436	司法诉讼	陈艳艳	6222530597387922	0590011130121142519	059	20181025	569.98	0	0	-8.45	20161114	满意	1	人民币元	贷方调整		利息贷方调整	M7	39044.43	11111	N	696.29	0		20181026	25-10月-18
云南省分行	120150222107021436	司法诉讼	陈艳艳	6222530597387922	0590011130121142519	059	20181025	605.51	0	0	-8.45	20161114	满意	1	人民币元	贷方调整		利息贷方调整	M7	39044.43	11111	N	696.29	0		20181026	25-10月-18
云南省分行	120150222107021436	司法诉讼	陈艳艳	6222530597387922	0590011130121142519	059	20181025	597.01	0	0	-8.45	20161114	满意	1	人民币元	贷方调整		利息贷方调整	M7	39044.43	11111	N	696.29	0		20181026	25-10月-18
云南省分行	120150222107021436	司法诉讼	陈艳艳	6222530597387922	0590011130121142519	059	20181025	651.74	0	0	-8.45	20161114	满意	1	人民币元	贷方调整		利息贷方调整	M7	39044.43	11111	N	696.29	0		20181026	25-10月-18
云南省分行	120131105071236752	司法诉讼	赖康新	6222520597253414	0590011130119906155	059	20181024	500	500	1446.91	2965.8	20161114	否	1	人民币元	正常还款		信用卡还款	M7	3806.91	11110	Y	695.68	500		20181026	25-10月-18
云南省分行	120131105071236752	司法诉讼	赖康新	6222520597253414	0590011130119906155	059	20181024	500	500	1446.91	2965.8	20161114	否	1	人民币元	正常还款		信用卡还款	M7	3806.91	11110	Y	695.68	500		20181026	25-10月-18
云南省分行	120160811019455526	司法诉讼	罗永林	6226560591582885	0590011130110926797	059	20181024	15	15	89746.8	91034.73	20181008	否	1	人民币元	正常还款		财付通支付科技有限公司	M7	89761.8	16	N	695.68	15		20181026	25-10月-18
云南省分行	120151209131397375	司法诉讼	吕怡萍	5201690598882334	0590011130034121661	059	20181024	2	2	40872.88	43789.09	20180605	否	1	人民币元	正常还款	M4-高	信用卡还款	M7	40879.88	419	Y	695.68	2		20181026	25-10月-18
云南省分行	120160103133136729	司法诉讼	邢玲	4349100597489988	0590011130159753414	059	20181025	10	10	53306.89	58170.78	20180403	否	1	人民币元	正常还款	M4-高	转入卡 9988  交通银行	M7	53376.89	622	N	696.29	10		20181026	25-10月-18
云南省分行	120160105133438121	司法诉讼	刘宝伟	6222520598633929	0590011130107621961	059	20181025	10	10	38035.07	41703.78	20180403	否	1	人民币元	正常还款		转入卡 3929  交通银行	M7	38105.07	622	N	696.29	10		20181026	25-10月-18
云南省分行	120160103133136729	司法诉讼	邢玲	6222530599989295	0590011130106282367	059	20181025	10	10	51840.41	56351.54	20180403	否	1	人民币元	正常还款	M4-高	转入卡 9295  交通银行	M7	51920.41	622	N	696.29	10		20181026	25-10月-18
云南省分行	120140603085952720	司法诉讼	袁令	6222520592484410	0590011130098924293	059	20181025	8	8	54049.81	83131.86	20160408	否	1	人民币元	正常还款		信用卡还款	M7	54531.81	20617	N	696.29	8		20181026	25-10月-18
云南省分行	120160104133292252	报公安	李芬	6222520599237829	0590011130093830697	059	20181025	200	200	7824.94	19800	20160523	否	1	人民币元	正常还款		信用卡还款	M5	29340.7	20502	N	696.29	200		20181026	25-10月-18
云南省分行	120141112098685046	司法诉讼	代普光	6222520590704884	0590011130071638022	059	20181025	10	10	1875.77	2817.42	20160816	否	1	人民币元	正常还款		信用卡还款	M7	2055.77	20209	Y	696.29	10		20181026	25-10月-18
云南省分行	120160317006845485	司法诉讼	何敏	4349100590984886	0590011130131501126	059	20181023	5	5	115666.26	117358.81	20180908	否	1	人民币元	正常还款		转入卡 4886  交通银行	M7	115671.26	115	N	695.27	5		20181024	23-10月-18
云南省分行	120131226074972496	司法诉讼	王彦林	6222530592182104	0590011130118124595	059	20181023	30985.2	30985.2	845.75	17095.97	20160408	否	1	人民币元	正常还款		信用卡还款	M7	31830.95	20615	Y	695.27	30985.2		20181024	23-10月-18
云南省分行	120141003095363649	司法诉讼	石佳华	5218990597580694	0590011130091392419	059	20181023	6453.64	6389.21	0	-64.43	20160816	满意	1	人民币元	正常还款		信用卡还款	M7	7526.44	20207	Y	695.27	6389.21		20181024	23-10月-18
云南省分行	120140609086494058	司法诉讼	黄喜瑞	6222530590279092	0590011130071338111	059	20181023	1	1	35878.3	53583.42	20160527	否	1	人民币元	正常还款		信用卡还款	M7	35920.3	20427	Y	695.27	1		20181024	23-10月-18
云南省分行	120140312080272303	司法诉讼	张?珂	5201690590257634	0590011130045230095	059	20181023	300	300	28296.24	43739.58	20160527	否	1	人民币元	正常还款		信用卡还款	M7	32696.24	20427	N	695.27	300		20181024	23-10月-18
云南省分行	120130825066679850	司法诉讼	严雄菲	4581230590382232	0590011130037373181	059	20181023	10434	10287.69	0	-146.31	20160816	满意	1	人民币元	正常还款		现金还款－同城	M7	10287.69	20207	Y	695.27	10287.69		20181024	23-10月-18
云南省分行	120160503010429179	司法诉讼	王苏北	5201690598386906	0590011130091109778	059	20181021	400	400	50549.82	53652.23	20180605	否	1	人民币元	正常还款		信用卡还款	M7	51749.82	416	Y	694.63	400		20181023	22-10月-18
云南省分行	120131218074518016	司法诉讼	王冠杰	6222520590708109	0590011130073245083	059	20181021	100	100	3387.25	4967.35	20161114	否	1	人民币元	正常还款		信用卡还款	M7	4387.25	11107	Y	694.63	100		20181023	22-10月-18
云南省分行	120141017096641679	司法诉讼	李宏瑞	5201690595383039	0590011130131529913	059	20181022	5	5	30767.39	44411.34	20160816	否	1	人民币元	正常还款		信用卡还款	M7	30871.39	20206	N	695.8	5		20181023	22-10月-18
云南省分行	120150128104996472	司法诉讼	张涛	6222530594480068	0590011130130963538	059	20181022	34090	34090	0	18904.6	20161114	否	1	人民币元	正常还款		信用卡还款	M7	56990	11108	N	695.8	34090		20181023	22-10月-18
云南省分行	120150128104996472	司法诉讼	张涛	6222530594480068	0590011130130963538	059	20181022	6000	6000	0	18904.6	20161114	否	1	人民币元	正常还款		信用卡还款	M7	56990	11108	N	695.8	6000		20181023	22-10月-18
云南省分行	120150128104996472	司法诉讼	张涛	6222530594480068	0590011130130963538	059	20181022	6000	6000	0	18904.6	20161114	否	1	人民币元	正常还款		信用卡还款	M7	56990	11108	N	695.8	6000		20181023	22-10月-18
云南省分行	120140604086007418	司法诉讼	廖骏	6222520591887910	0590011130096819513	059	20181022	200	200	8051.34	12273.91	20160527	否	1	人民币元	正常还款		信用卡还款	M7	8441.34	20426	Y	695.8	200		20181023	22-10月-18
云南省分行	120160219137458627	司法诉讼	白先	6222530596989769	0590011130127410331	059	20181021	12.19	12.19	33694.5	36210	20180605	否	2	人民币元	正常还款	信息修复特殊队列（Ownership）	信用卡还款	M7	33840	416	N	694.63	12.19		20181022	21-10月-18
云南省分行	120141126099791080	司法诉讼	金晶	6222530591785402	0590011130119546388	059	20181021	5	5	98839.83	135998.02	20161114	否	1	人民币元	正常还款		信用卡还款	M7	98964.83	11107	N	694.63	5		20181022	21-10月-18
云南省分行	120160128135512483	司法诉讼	周文章	4349100595688284	0590011130150412722	059	20181020	30	30	78903.42	84165.33	20180503	否	1	人民币元	正常还款	M4-高	信用卡还款	M7	79183.42	517	N	694.63	30		20181021	20-10月-18
云南省分行	120160128135512483	司法诉讼	周文章	6222520591536939	0590011130130119397	059	20181020	30	30	89421.59	95400.71	20180503	否	1	人民币元	正常还款	M4-高	信用卡还款	M7	89701.59	517	N	694.63	30		20181021	20-10月-18
云南省分行	120130203053556882	司法诉讼	王筠智	6222530599983736	0590011130098839619	059	20181020	7000	7000	0	19776.33	20141110	否	1	人民币元	正常还款		信用卡还款	M7	27000	31110	Y	694.63	7000		20181021	20-10月-18
云南省分行	120151011126490866	司法诉讼	朱红尘	5229640590009244	0590011130069588839	059	20181020	100	100	87726.72	98359.69	20180305	否	1	人民币元	正常还款		信用卡还款	M7	88726.72	715	N	694.63	100		20181021	20-10月-18
云南省分行	120140317080718496	司法诉讼	刘征	4581240590135092	0590011130060165146	059	20181020	10	10	33512.28	49375.65	20160906	否	1	人民币元	正常还款		信用卡还款	M7	33592.28	20114	Y	694.63	10		20181021	20-10月-18
云南省分行	120150125104766523	司法诉讼	谭艳美	6222520599956170	0590011130123825285	059	20181019	10	10	6387.02	8130.38	20170615	否	1	人民币元	正常还款		信用卡还款	M7	6647.02	10404	Y	694.87	10		20181020	19-10月-18
云南省分行	120150125104766523	司法诉讼	谭艳美	6222530592188929	0590011130123825016	059	20181019	10	10	9607.33	12291.6	20170615	否	1	人民币元	正常还款		信用卡还款	M7	9887.33	10404	Y	694.87	10		20181020	19-10月-18
云南省分行	120140307079832654	司法诉讼	钟飞	6222520598358006	0590011130112986611	059	20181019	500	500	2372.6	5146.29	20160527	否	1	人民币元	正常还款		自助设备还款－同城	M7	7872.6	20423	Y	694.87	500		20181020	19-10月-18
云南省分行	120150903122683979	司法诉讼	李伟	6222520594886760	0590011130094462041	059	20181019	50	50	46475.43	53807.39	20171205	否	1	人民币元	正常还款		信用卡还款	M7	47240.43	1014	Y	694.87	50		20181020	19-10月-18
云南省分行	120100131011081859	司法诉讼	杨韶清	4581230590197416	0590011130013803811	059	20181019	200	200	691.82	8664.22	20100121	否	1	人民币元	正常还款		信用卡还款	M6	5741.82	80829	Y	694.87	200		20181020	19-10月-18
云南省分行	120160509011145694	司法诉讼	幸经斌	5201690596287239	0590011130133311949	059	20181019	11	11	72980.64	77403.04	20180704	否	1	人民币元	正常还款		信用卡还款	M7	73016.64	315	N	694.87	11		20181020	19-10月-18
云南省分行	120150505113162673	司法诉讼	张莉	4581230597488586	0590011130036319112	059	20181017	23	23	37475.51	42264.84	20180205	否	1	人民币元	正常还款		财付通支付科技有限公司	M7	37563.51	812	N	694.25	23		20181019	18-10月-18
云南省分行	120160219137458627	司法诉讼	白先	6222530596989769	0590011130127410331	059	20181017	15.31	15.31	33706.69	36222.19	20180605	否	2	人民币元	正常还款	信息修复特殊队列（Ownership）	财付通支付科技有限公司	M7	33840	412	N	694.25	15.31		20181019	18-10月-18
云南省分行	120140920094539290	司法诉讼	李安华	4349100595589284	0590011130123405714	059	20181017	100	100	80707.57	113887.98	20160906	否	1	人民币元	正常还款		信用卡还款	M7	83007.57	20111	N	694.25	100		20181019	18-10月-18
云南省分行	120151003125620383	司法诉讼	李建成	6222530597384044	0590011130111864413	059	20181017	1	1	38324.15	43011.93	20180205	否	1	人民币元	正常还款		财付通支付科技有限公司	M7	38335.15	812	N	694.25	1		20181019	18-10月-18
云南省分行	120140603085952720	司法诉讼	袁令	6222520592484410	0590011130098924293	059	20181017	8	8	54057.81	83139.86	20160408	否	1	人民币元	正常还款		财付通支付科技有限公司	M7	54531.81	20609	N	694.25	8		20181019	18-10月-18
云南省分行	120150402110207405	司法诉讼	张旭	5218990592384142	0590011130136729785	059	20181018	100.01	100.01	6495.31	8266.88	20170615	否	1	人民币元	正常还款		部分自动还款成功 ( 到期还款日?	M7	6717.62	10403	Y	695.41	100.01		20181019	18-10月-18
云南省分行	120130722064540952	司法诉讼	杨学勇	6222530590233537	0590011130059713845	059	20181017	15	0	34151.42	49471.56	20160906	否	1	人民币元	贷方调整		转账还款  -  网联	M7	34891.42	20111	Y	694.25	0		20181018	17-10月-18
云南省分行	120150903122736701	司法诉讼	李万良	5201690599883893	0590011130066181921	059	20181016	120	120	57937.79	68077.64	20171106	否	1	人民币元	正常还款		信用卡还款	M7	59457.79	1110	N	693.62	120		20181018	17-10月-18
云南省分行	120150204105378803	司法诉讼	梁学成	6222530590263849	0590011130064376441	059	20181016	14	14	34447.33	47865.96	20161114	否	1	人民币元	正常还款		信用卡还款	M7	34851.33	11102	N	693.62	14		20181018	17-10月-18
云南省分行	120151003125549944	司法诉讼	丁海仙	6222530598280746	0590011130107754988	059	20181017	10	10	58949.09	70331.65	20171106	否	1	人民币元	正常还款		信用卡还款	M7	59039.09	1111	Y	694.25	10		20181018	17-10月-18
云南省分行	120140404081767644	司法诉讼	戴建伟	6222530591480350	0590011130094170488	059	20181017	100	100	248452.35	366180.85	20160527	否	1	人民币元	正常还款		自助设备还款－同城	M7	251252.35	20421	N	694.25	100		20181018	17-10月-18
云南省分行	120160303005516409	司法诉讼	张英丽	5229640592887688	0590011130091480849	059	20181017	200	200	57398.64	60207.72	20180605	否	1	人民币元	正常还款	M4-高	转入卡 7688  交通银行	M7	57598.64	412	Y	694.25	200		20181018	17-10月-18
云南省分行	120141105097934044	司法诉讼	金朝龙	6222520598088108	0590011130086360446	059	20181017	10	10	19808.77	27644.8	20161114	否	1	人民币元	正常还款		转入卡 8108  交通银行	M7	19833.77	11103	Y	694.25	10		20181018	17-10月-18
云南省分行	120141022096957019	司法诉讼	杨德高	6222530595486098	0590011130108552035	059	20181015	50	50	37653.7	54814	20160816	否	1	人民币元	正常还款		财付通支付科技有限公司	M7	38953.7	20130	N	693.7	50		20181017	16-10月-18
云南省分行	120150717119257009	司法诉讼	马明青	6222520596880571	0590011130101686615	059	20181015	30	30	47467	55229.54	20171205	否	1	人民币元	正常还款		信用卡还款	M7	47799	1010	N	693.7	30		20181017	16-10月-18
云南省分行	120151118129462366	司法诉讼	杨健	5229640593582981	0590011130072276916	059	20181015	60	60	98499.4	160566.28	20151218	否	1	人民币元	正常还款		转入卡 2981  交通银行	M2	105149.4	20928	N	693.7	60		20181017	16-10月-18
云南省分行	120150623117194999	司法诉讼	刘会会	6222530595181129	0590011130124051983	059	20181016	500	500	48235.9	56111.35	20171205	否	1	人民币元	正常还款		信用卡还款	M7	49735.9	1011	Y	693.62	500		20181017	16-10月-18
云南省分行	120160104133292252	报公安	李芬	6222520599237829	0590011130093830697	059	20181016	2000	2000	8024.94	20000	20160523	否	1	人民币元	正常还款		信用卡还款	M5	29340.7	20424	N	693.62	2000		20181017	16-10月-18
云南省分行	120141203100142798	司法诉讼	邓明海	6222520594332385	0590011130092736341	059	20181016	2175	2169.58	0	-5.42	20170205	满意	1	人民币元	正常还款		信用卡还款	M7	5949.58	10811	Y	693.62	2169.58		20181017	16-10月-18
云南省分行	120160419009536914	司法诉讼	谢汉彬	4581240598483650	0590011130150618471	059	20181014	50	50	40122.45	43206.25	20180503	否	1	人民币元	正常还款		信用卡还款	M7	40222.45	511	N	693.91	50		20181016	15-10月-18
云南省分行	120150409111167550	司法诉讼	赵银兰	6222530596585096	0590011130104326372	059	20181014	100	100	25707.91	32560.55	20170615	否	1	人民币元	正常还款		信用卡还款	M7	27207.91	10329	Y	693.91	100		20181016	15-10月-18
云南省分行	120150905122954406	司法诉讼	梁河山	6222530590187386	0590011130055119612	059	20181014	300	300	90458	109587.26	20170905	否	2	人民币元	正常还款		转入卡 7386  交通银行	M7	94558	10109	N	693.91	300		20181016	15-10月-18
云南省分行	120151127130316754	司法诉讼	艾国	6222530591189704	0590011130118243664	059	20181015	100	100	43697.69	47593.8	20180403	否	2	人民币元	正常还款	M4-高	信用卡还款	M7	44097.69	612	N	693.7	100		20181016	15-10月-18
云南省分行	120140626088013034	司法诉讼	罗发生	6222520595258167	0590011130117762719	059	20181015	1000	1000	2448.66	5308.9	20160527	否	1	人民币元	正常还款		信用卡还款	M7	5448.66	20419	Y	693.7	1000		20181016	15-10月-18
云南省分行	120141204100360788	司法诉讼	左建龙	6222520592950527	0590011130115171088	059	20181015	50	50	11897	16176.36	20161114	否	1	人民币元	正常还款		转入卡 0527  交通银行	M7	12809.9	11101	Y	693.7	50		20181016	15-10月-18
云南省分行	120150211106248988	司法诉讼	许俊萍	6222530592782895	0590011130110791392	059	20181015	100	100	65312.1	91062.01	20161114	否	1	人民币元	正常还款		信用卡还款	M7	67252.1	11101	N	693.7	100		20181016	15-10月-18
云南省分行	120140903093011215	司法诉讼	李红艳	6222530598281751	0590011130091869441	059	20181015	100	100	50236.36	70979.73	20160816	否	1	人民币元	正常还款		信用卡还款	M7	52836.36	20130	N	693.7	100		20181016	15-10月-18
云南省分行	120141122099418997	司法诉讼	刘寒琦	5218990591255608	0590011130032506545	059	20181015	10	10	12721.41	18466.51	20160816	否	1	人民币元	正常还款		信用卡还款	M7	12801.41	20130	Y	693.7	10		20181016	15-10月-18
云南省分行	120150104102865139	司法诉讼	袁瑞	5201690599388935	0590011130131437577	059	20181015	200	200	26518.17	37940.98	20161114	否	1	人民币元	正常还款		转入卡 8935  交通银行	M7	40818.17	11101	N	693.7	200		20181016	15-10月-18
云南省分行	120160427010134220	司法诉讼	李萍	6222530596986369	0590011130127003571	059	20181014	100	100	54629.49	58010.06	20180605	否	1	人民币元	正常还款		自助设备还款－同城	M7	54929.49	409	N	693.91	100		20181015	14-10月-18
云南省分行	120160714016735401	司法诉讼	李永清	4349100599186285	0590011130157054384	059	20181014	50	50	87656.64	87656.64	20181008	否	1	人民币元	正常还款		信用卡还款	M7	87706.64	6	N	693.91	50		20181015	14-10月-18
云南省分行	120160206136379804	司法诉讼	许振军	4581230590983096	0590011130142377155	059	20181014	100	100	34021.48	36815.72	20180503	否	1	人民币元	正常还款	M4-高	信用卡还款	M7	34621.48	511	N	693.91	100		20181015	14-10月-18
云南省分行	120100916017726276	司法诉讼	展利昆	4581230590439966	0590011130039172896	059	20181012	10	0	0	0	20180908	满意	1	人民币元	贷方调整	在催队列－持卡人被限制自由账户	违约金返还	M7	0	104	N	694.27	0		20181013	12-10月-18
云南省分行	120100916017726276	司法诉讼	展利昆	4581230590439966	0590011130039172896	059	20181012	10	0	0	0	20180908	满意	1	人民币元	贷方调整	在催队列－持卡人被限制自由账户	违约金返还	M7	0	104	N	694.27	0		20181013	12-10月-18
云南省分行	120100916017726276	司法诉讼	展利昆	4581230590439966	0590011130039172896	059	20181012	4	0	0	0	20180908	满意	1	人民币元	贷方调整	在催队列－持卡人被限制自由账户	单项增值服务费返还	M7	0	104	N	694.27	0		20181013	12-10月-18
云南省分行	120100916017726276	司法诉讼	展利昆	4581230590439966	0590011130039172896	059	20181012	10	0	0	0	20180908	满意	1	人民币元	贷方调整	在催队列－持卡人被限制自由账户	违约金返还	M7	0	104	N	694.27	0		20181013	12-10月-18
云南省分行	120100916017726276	司法诉讼	展利昆	4581230590439966	0590011130039172896	059	20181012	10	0	0	0	20180908	满意	1	人民币元	贷方调整	在催队列－持卡人被限制自由账户	违约金返还	M7	0	104	N	694.27	0		20181013	12-10月-18
云南省分行	120100916017726276	司法诉讼	展利昆	4581230590439966	0590011130039172896	059	20181012	10	0	0	0	20180908	满意	1	人民币元	贷方调整	在催队列－持卡人被限制自由账户	违约金返还	M7	0	104	N	694.27	0		20181013	12-10月-18
云南省分行	120100916017726276	司法诉讼	展利昆	4581230590439966	0590011130039172896	059	20181012	10	0	0	0	20180908	满意	1	人民币元	贷方调整	在催队列－持卡人被限制自由账户	违约金返还	M7	0	104	N	694.27	0		20181013	12-10月-18
云南省分行	120150128104996472	司法诉讼	张涛	6222530594480068	0590011130130963538	059	20181011	200	200	44482.09	64994.6	20161114	否	1	人民币元	正常还款		信用卡还款	M7	55382.09	11027	N	694.36	200		20181013	12-10月-18
云南省分行	120140603085952720	司法诉讼	袁令	6222520592484410	0590011130098924293	059	20181011	8	8	54065.81	83147.86	20160408	否	1	人民币元	正常还款		信用卡还款	M7	54531.81	20603	N	694.36	8		20181013	12-10月-18
云南省分行	120160108133815813	司法诉讼	牟诹强	5201690593882198	0590011130137090844	059	20181010	60	60	54992.16	63155.55	20180104	否	1	人民币元	正常还款		中国工商银行	M7	55997.16	906	Y	693.96	60		20181012	11-10月-18
云南省分行	120140225079164878	司法诉讼	王铁军	6222530599286569	0590011130112026975	059	20181010	100	100	32333.6	53299.12	20160114	否	1	人民币元	正常还款		支付宝（中国）网络技术有限公司	M7	35533.6	20827	N	693.96	100		20181012	11-10月-18
云南省分行	120141109098483564	司法诉讼	高溪桢	6222520595336484	0590011130101611486	059	20181011	20	20	22261.02	31333.79	20161114	否	1	人民币元	正常还款		信用卡还款	M7	22617.02	11027	N	694.36	20		20181012	11-10月-18
云南省分行	120130203053556882	司法诉讼	王筠智	6222530599983736	0590011130098839619	059	20181011	10000	10000	3411.75	26776.33	20141110	否	1	人民币元	正常还款		信用卡还款	M7	23411.75	31101	Y	694.36	10000		20181012	11-10月-18
云南省分行	120130203053556882	司法诉讼	王筠智	6222530599983736	0590011130098839619	059	20181011	10000	10000	3411.75	26776.33	20141110	否	1	人民币元	正常还款		信用卡还款	M7	23411.75	31101	Y	694.36	10000		20181012	11-10月-18
云南省分行	120150804120440456	司法诉讼	康百力	6222520593781228	0590011130094043083	059	20181011	100	100	40089.13	45217.33	20180205	否	1	人民币元	正常还款		信用卡还款	M7	40189.13	806	Y	694.36	100		20181012	11-10月-18
云南省分行	120160104133292252	报公安	李芬	6222520599237829	0590011130093830697	059	20181011	1591.69	1591.69	10024.94	22000	20160523	否	1	人民币元	正常还款		信用卡还款	M5	29340.7	20419	N	694.36	1591.69		20181012	11-10月-18
云南省分行	120140906093347874	司法诉讼	叶庭	6222520596681250	0590011130078368253	059	20181011	80	80	6348.27	9673.17	20160816	否	1	人民币元	正常还款		信用卡还款	M7	7318.27	20126	Y	694.36	80		20181012	11-10月-18
云南省分行	120151125130030548	司法诉讼	徐利	5229640597980686	0590011130125000825	059	20181010	200	200	300206.75	334902.14	20180205	否	1	人民币元	正常还款		中国建设银行股份有限公司总行	M7	301806.75	805	N	693.96	200		20181011	10-10月-18
云南省分行	120140416082722303	司法诉讼	丁崇斌	6222520596553244	0590011130121174343	059	20181010	25561	25560.77	0	-0.23	20160527	满意	1	人民币元	正常还款		信用卡还款	M7	25560.77	20414	Y	693.96	25560.77		20181011	10-10月-18
